intersection_id,tollgate_id,time_window,avg_travel_time
A,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",125.31586456298828
A,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",126.70270538330078
A,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",126.70270538330078
A,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",133.5240020751953
A,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",133.5240020751953
A,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",133.5240020751953
A,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",133.5240020751953
A,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",133.5240020751953
A,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",133.5240020751953
A,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",118.72909545898438
A,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",118.72909545898438
A,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",118.72909545898438
A,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",118.72909545898438
A,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",118.72909545898438
A,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",118.72909545898438
A,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",119.07756805419922
A,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",119.07756805419922
A,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",120.46440887451172
A,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",130.3330078125
A,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",133.5240020751953
A,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",129.893798828125
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",170.03286743164062
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",170.03286743164062
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",165.3887176513672
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",170.46493530273438
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",170.46493530273438
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",165.3887176513672
B,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",118.84465789794922
B,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",118.84465789794922
B,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",118.84465789794922
B,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",119.07756805419922
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",119.07756805419922
B,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",120.46440887451172
B,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",119.07756805419922
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",119.07756805419922
B,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",119.07756805419922
B,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",125.83744049072266
B,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",125.83744049072266
B,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",125.83744049072266
B,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",118.84465789794922
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",118.84465789794922
B,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",118.84465789794922
B,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",118.84465789794922
B,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",118.84465789794922
B,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",118.84465789794922
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",149.76065063476562
B,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",148.52850341796875
B,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",153.08985900878906
B,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",153.08985900878906
B,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",153.08985900878906
B,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",153.08985900878906
B,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",125.65523529052734
B,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",125.65523529052734
B,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",128.8463134765625
B,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",129.893798828125
B,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",129.893798828125
B,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",129.893798828125
B,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",123.10759735107422
B,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",123.6554183959961
B,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",123.6554183959961
B,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",132.36830139160156
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",131.80508422851562
B,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",131.80508422851562
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",154.82374572753906
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",154.82374572753906
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",151.28392028808594
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",154.82374572753906
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",154.82374572753906
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",151.28392028808594
B,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",98.97798919677734
B,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",96.95514678955078
B,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",98.97798919677734
B,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",104.67341613769531
B,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",104.67341613769531
B,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",104.39186096191406
B,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",102.12223052978516
B,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",102.12223052978516
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",103.29524230957031
B,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",108.40225219726562
B,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",108.52970123291016
B,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",107.0968246459961
B,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",102.579345703125
B,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",102.579345703125
B,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",103.75235748291016
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",105.36062622070312
B,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",105.36062622070312
B,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",104.67341613769531
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",113.74964141845703
B,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",113.74964141845703
B,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",117.2610092163086
B,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",119.49127960205078
B,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",119.49127960205078
B,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",119.20970916748047
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",98.7491455078125
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",98.7491455078125
B,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",100.80717468261719
B,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",104.28150939941406
B,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",104.28150939941406
B,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",102.08758544921875
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",94.45093536376953
B,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",94.45093536376953
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",96.23094940185547
B,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",106.96937561035156
B,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",107.43104553222656
B,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",106.74382019042969
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",112.69861602783203
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",119.22590637207031
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",113.26184844970703
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",123.46076202392578
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",123.46076202392578
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",115.77019500732422
C,1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",161.46499633789062
C,1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",161.46499633789062
C,1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",161.46499633789062
C,1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",169.59600830078125
C,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",172.3944091796875
C,1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",172.3944091796875
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",161.46499633789062
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",161.46499633789062
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",161.46499633789062
C,1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",169.3817138671875
C,1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",172.2000274658203
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",172.2000274658203
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",159.79022216796875
C,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",159.79022216796875
C,1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",159.79022216796875
C,1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",166.10914611816406
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",166.10914611816406
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",166.10914611816406
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",181.75389099121094
C,1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",182.6800994873047
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",192.438720703125
C,1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",204.81085205078125
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",206.6479949951172
C,1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",206.6479949951172
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",169.35240173339844
C,1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",169.35240173339844
C,1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",174.81607055664062
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",179.97474670410156
C,1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",179.97474670410156
C,1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",182.8600311279297
C,1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",157.9803466796875
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",157.9803466796875
C,1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",162.62451171875
C,1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",177.8580780029297
C,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",180.6911163330078
C,1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",180.6911163330078
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",201.48045349121094
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",201.25653076171875
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",194.11349487304688
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",209.31393432617188
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",209.07398986816406
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",194.11349487304688
C,3,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",157.9803466796875
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",159.79022216796875
C,3,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",159.79022216796875
C,3,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",167.26895141601562
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",168.9437255859375
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",168.9437255859375
C,3,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",153.74407958984375
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",158.24102783203125
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",159.3431854248047
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",164.43438720703125
C,3,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",169.1676483154297
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",169.1676483154297
C,3,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",158.58958435058594
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",157.9803466796875
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",157.9803466796875
C,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",159.79022216796875
C,3,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",159.79022216796875
C,3,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",159.79022216796875
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",171.3314208984375
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",171.3314208984375
C,3,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",174.16445922851562
C,3,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",189.07801818847656
C,3,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",194.11349487304688
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",194.11349487304688
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",159.79022216796875
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",159.79022216796875
C,3,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",164.43438720703125
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",172.3944091796875
C,3,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",172.3944091796875
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",172.3944091796875
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",151.3368682861328
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",151.3368682861328
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",155.57313537597656
C,3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",169.15802001953125
C,3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",169.35240173339844
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",171.9444580078125
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",177.10227966308594
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",177.10227966308594
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",171.3314208984375
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",191.11961364746094
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",191.11961364746094
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",174.54405212402344
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",67.6369400024414
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",67.6369400024414
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",70.30162811279297
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",70.99954986572266
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",70.99954986572266
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",70.99954986572266
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",70.30162811279297
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",68.96749877929688
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",70.99954986572266
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",67.97747802734375
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",67.97747802734375
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",67.97747802734375
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",61.61241912841797
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",61.61241912841797
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",61.61241912841797
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",61.61241912841797
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",61.61241912841797
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",63.32625961303711
A,2,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",74.11196899414062
A,2,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",74.11196899414062
A,2,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",74.11196899414062
A,2,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",70.30162811279297
A,2,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",67.6369400024414
A,2,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",68.96749877929688
A,2,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",67.97747802734375
A,2,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",67.97747802734375
A,2,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",67.97747802734375
A,2,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",68.87629699707031
A,2,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",68.87629699707031
A,2,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",68.87629699707031
A,2,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",64.63446807861328
A,2,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",66.34830474853516
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",66.34830474853516
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",62.0827751159668
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",62.0827751159668
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",62.0827751159668
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",94.822265625
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",94.822265625
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",92.787841796875
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",94.822265625
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",94.822265625
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",92.787841796875
A,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",114.14306640625
A,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",114.14306640625
A,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",117.46318054199219
A,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",118.72909545898438
A,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",118.72909545898438
A,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",118.72909545898438
A,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",119.07756805419922
A,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",119.07756805419922
A,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",119.07756805419922
A,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",119.07756805419922
A,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",119.07756805419922
A,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",119.07756805419922
A,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",113.8634033203125
A,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",113.8634033203125
A,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",113.8634033203125
A,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",113.8634033203125
A,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",113.8634033203125
A,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",113.8634033203125
A,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",125.31586456298828
A,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",125.31586456298828
A,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",126.70270538330078
A,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",121.9957504272461
A,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",121.9957504272461
A,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",121.9957504272461
A,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",118.84465789794922
A,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",118.84465789794922
A,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",118.84465789794922
A,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",123.42250061035156
A,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",123.42250061035156
A,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",123.42250061035156
A,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",113.63048553466797
A,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",113.63048553466797
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",115.52454376220703
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",112.20533752441406
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",112.20533752441406
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",112.61701965332031
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",151.28392028808594
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",151.28392028808594
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",144.56982421875
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",151.28392028808594
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",151.28392028808594
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",144.56982421875
B,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",129.893798828125
B,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",129.893798828125
B,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",129.893798828125
B,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",141.78701782226562
