,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,year,day_of_year
2016-07-04 07:00:00,7,999.4,1004.2,202.33333333333334,1.5999999999999999,34.733333333333334,55.666666666666664,0.0,2016,186
2016-07-04 08:00:00,8,999.1,1003.9,244.66666666666669,1.5,34.766666666666666,55.333333333333336,0.0,2016,186
2016-07-04 09:00:00,9,998.8,1003.6,287.0,1.4,34.8,55.0,0.0,2016,186
2016-07-04 10:00:00,10,999.5666666666666,1004.4,304.6666666666667,1.2666666666666666,33.099999999999994,62.666666666666664,0.0,2016,186
2016-07-04 11:00:00,11,1000.3333333333334,1005.2,322.3333333333333,1.1333333333333333,31.4,70.33333333333333,0.0,2016,186
2016-07-04 12:00:00,12,1001.1,1006.0,340.0,1.0,29.7,78.0,0.0,2016,186
2016-07-04 13:00:00,13,1001.1,1005.9666666666667,289.3333333333333,1.1,29.066666666666666,78.33333333333333,0.0,2016,186
2016-07-04 14:00:00,14,1001.1,1005.9333333333333,238.66666666666669,1.2,28.433333333333334,78.66666666666667,0.0,2016,186
2016-07-04 15:00:00,15,1001.1,1005.9,188.0,1.3,27.8,79.0,0.0,2016,186
2016-07-04 16:00:00,16,1001.0,1005.8,188.0,1.6,27.766666666666666,79.33333333333333,0.0,2016,186
2016-07-04 17:00:00,17,1000.9,1005.7,188.0,1.9000000000000001,27.733333333333334,79.66666666666667,0.0,2016,186
2016-07-04 18:00:00,18,1000.8,1005.6,188.0,2.2,27.7,80.0,0.0,2016,186
2016-07-04 19:00:00,19,1001.4666666666666,1006.2666666666667,212.33333333333334,1.5666666666666669,27.3,82.33333333333333,0.0,2016,186
2016-07-04 20:00:00,20,1002.1333333333333,1006.9333333333334,236.66666666666666,0.9333333333333333,26.9,84.66666666666667,0.0,2016,186
2016-07-04 21:00:00,21,1002.8,1007.6,261.0,0.3,26.5,87.0,0.0,2016,186
2016-07-04 22:00:00,22,1003.1666666666666,1007.9666666666667,242.33333333333334,0.8666666666666667,27.3,84.0,0.0,2016,186
2016-07-04 23:00:00,23,1003.5333333333333,1008.3333333333334,223.66666666666666,1.4333333333333333,28.099999999999998,81.0,0.0,2016,186
2016-07-05 00:00:00,0,1003.9,1008.7,205.0,2.0,28.9,78.0,0.0,2016,187
2016-07-05 01:00:00,1,1004.1666666666666,1008.9666666666667,177.33333333333334,1.7333333333333334,30.333333333333332,72.66666666666667,0.0,2016,187
2016-07-05 02:00:00,2,1004.4333333333334,1009.2333333333333,149.66666666666666,1.4666666666666668,31.76666666666667,67.33333333333333,0.0,2016,187
2016-07-05 03:00:00,3,1004.7,1009.5,122.0,1.2,33.2,62.0,0.0,2016,187
2016-07-05 04:00:00,4,1004.3666666666667,1009.1666666666666,145.33333333333334,1.8666666666666667,33.733333333333334,59.0,0.0,2016,187
2016-07-05 05:00:00,5,1004.0333333333334,1008.8333333333334,168.66666666666666,2.533333333333333,34.266666666666666,56.0,0.0,2016,187
2016-07-05 06:00:00,6,1003.7,1008.5,192.0,3.2,34.8,53.0,0.0,2016,187
2016-07-05 07:00:00,7,1003.9333333333334,1008.7666666666667,239.33333333333334,3.9,32.766666666666666,60.0,0.0,2016,187
2016-07-05 08:00:00,8,1004.1666666666666,1009.0333333333333,286.6666666666667,4.6,30.73333333333333,67.0,0.0,2016,187
2016-07-05 09:00:00,9,1004.4,1009.3,334.0,5.3,28.7,74.0,0.0,2016,187
2016-07-05 10:00:00,10,1005.1666666666666,1010.0666666666666,318.3333333333333,3.7666666666666666,27.7,79.66666666666667,0.2333333333333333,2016,187
2016-07-05 11:00:00,11,1005.9333333333334,1010.8333333333334,302.6666666666667,2.2333333333333334,26.7,85.33333333333333,0.4666666666666666,2016,187
2016-07-05 12:00:00,12,1006.7,1011.6,287.0,0.7,25.7,91.0,0.7,2016,187
2016-07-05 13:00:00,13,1006.7333333333333,1011.6333333333333,266.0,1.1333333333333333,25.466666666666665,91.66666666666667,0.7,2016,187
2016-07-05 14:00:00,14,1006.7666666666667,1011.6666666666667,245.0,1.5666666666666667,25.233333333333334,92.33333333333333,0.7,2016,187
2016-07-05 15:00:00,15,1006.8,1011.7,224.0,2.0,25.0,93.0,0.7,2016,187
2016-07-05 16:00:00,16,1006.6999999999999,1011.5666666666667,217.66666666666666,1.6666666666666667,24.9,94.0,0.4666666666666667,2016,187
2016-07-05 17:00:00,17,1006.6,1011.4333333333333,211.33333333333334,1.3333333333333335,24.8,95.0,0.23333333333333334,2016,187
2016-07-05 18:00:00,18,1006.5,1011.3,205.0,1.0,24.7,96.0,0.0,2016,187
2016-07-05 19:00:00,19,1006.6,1011.4333333333333,213.0,1.0666666666666667,24.666666666666668,96.0,0.0,2016,187
2016-07-05 20:00:00,20,1006.6999999999999,1011.5666666666667,221.0,1.1333333333333333,24.633333333333333,96.0,0.0,2016,187
2016-07-05 21:00:00,21,1006.8,1011.7,229.0,1.2,24.6,96.0,0.0,2016,187
2016-07-05 22:00:00,22,1007.0333333333333,1011.9333333333334,215.33333333333334,1.2666666666666666,25.066666666666666,94.0,0.0,2016,187
2016-07-05 23:00:00,23,1007.2666666666667,1012.1666666666666,201.66666666666666,1.3333333333333333,25.533333333333335,92.0,0.0,2016,187
2016-07-06 00:00:00,0,1007.5,1012.4,188.0,1.4,26.0,90.0,0.0,2016,188
2016-07-06 01:00:00,1,1007.5,1012.4,186.33333333333334,1.7,28.0,81.0,0.0,2016,188
2016-07-06 02:00:00,2,1007.5,1012.4,184.66666666666666,2.0,30.0,72.0,0.0,2016,188
2016-07-06 03:00:00,3,1007.5,1012.4,183.0,2.3,32.0,63.0,0.0,2016,188
2016-07-06 04:00:00,4,1007.1333333333333,1012.0,154.66666666666666,2.2666666666666666,32.9,60.0,0.0,2016,188
2016-07-06 05:00:00,5,1006.7666666666667,1011.6,126.33333333333334,2.2333333333333334,33.800000000000004,57.0,0.0,2016,188
2016-07-06 06:00:00,6,1006.4,1011.2,98.0,2.2,34.7,54.0,0.0,2016,188
2016-07-06 07:00:00,7,1005.8666666666667,1010.6666666666667,96.66666666666667,2.1333333333333333,34.53333333333334,54.0,0.0,2016,188
2016-07-06 08:00:00,8,1005.3333333333333,1010.1333333333333,95.33333333333333,2.066666666666667,34.36666666666667,54.0,0.0,2016,188
2016-07-06 09:00:00,9,1004.8,1009.6,94.0,2.0,34.2,54.0,0.0,2016,188
2016-07-06 10:00:00,10,1005.1999999999999,1010.0333333333333,178.66666666666669,2.2,32.96666666666667,61.333333333333336,0.0,2016,188
2016-07-06 11:00:00,11,1005.6,1010.4666666666667,263.33333333333337,2.4,31.733333333333334,68.66666666666667,0.0,2016,188
2016-07-06 12:00:00,12,1006.0,1010.9,348.0,2.6,30.5,76.0,0.0,2016,188
2016-07-06 13:00:00,13,1006.1333333333333,1011.0,340.6666666666667,2.3666666666666667,29.8,78.66666666666667,0.0,2016,188
2016-07-06 14:00:00,14,1006.2666666666667,1011.1,333.3333333333333,2.1333333333333333,29.099999999999998,81.33333333333333,0.0,2016,188
2016-07-06 15:00:00,15,1006.4,1011.2,326.0,1.9,28.4,84.0,0.0,2016,188
2016-07-06 16:00:00,16,1006.1,1010.9,318.0,2.1999999999999997,28.03333333333333,86.66666666666667,0.0,2016,188
2016-07-06 17:00:00,17,1005.8,1010.6,310.0,2.5,27.666666666666668,89.33333333333333,0.0,2016,188
2016-07-06 18:00:00,18,1005.5,1010.3,302.0,2.8,27.3,92.0,0.0,2016,188
2016-07-06 19:00:00,19,1005.6,1010.4,305.0,2.3666666666666667,27.166666666666668,92.33333333333333,0.0,2016,188
2016-07-06 20:00:00,20,1005.6999999999999,1010.5,308.0,1.9333333333333331,27.03333333333333,92.66666666666667,0.0,2016,188
2016-07-06 21:00:00,21,1005.8,1010.6,311.0,1.5,26.9,93.0,0.0,2016,188
2016-07-06 22:00:00,22,1005.8,1010.6,260.6666666666667,1.6333333333333333,28.066666666666666,86.0,0.0,2016,188
2016-07-06 23:00:00,23,1005.8,1010.6,210.33333333333331,1.7666666666666666,29.23333333333333,79.0,0.0,2016,188
2016-07-07 00:00:00,0,1005.8,1010.6,160.0,1.9,30.4,72.0,0.0,2016,189
2016-07-07 01:00:00,1,1005.8333333333333,1010.6333333333333,198.66666666666666,1.6333333333333333,30.933333333333334,69.0,0.0,2016,189
2016-07-07 02:00:00,2,1005.8666666666667,1010.6666666666667,237.33333333333331,1.3666666666666667,31.466666666666665,66.0,0.0,2016,189
2016-07-07 03:00:00,3,1005.9,1010.7,276.0,1.1,32.0,63.0,0.0,2016,189
2016-07-07 04:00:00,4,1005.1666666666666,1009.9666666666667,296.0,1.6333333333333333,32.13333333333333,65.0,0.0,2016,189
2016-07-07 05:00:00,5,1004.4333333333334,1009.2333333333333,316.0,2.166666666666667,32.266666666666666,67.0,0.0,2016,189
2016-07-07 06:00:00,6,1003.7,1008.5,336.0,2.7,32.4,69.0,0.0,2016,189
2016-07-07 07:00:00,7,1003.3000000000001,1008.1,249.33333333333331,3.5,32.1,68.66666666666667,0.0,2016,189
2016-07-07 08:00:00,8,1002.9,1007.6999999999999,162.66666666666666,4.3,31.8,68.33333333333333,0.0,2016,189
2016-07-07 09:00:00,9,1002.5,1007.3,76.0,5.1,31.5,68.0,0.0,2016,189
2016-07-07 10:00:00,10,1002.8,1007.6,86.66666666666667,3.8666666666666663,30.4,69.0,0.0,2016,189
2016-07-07 11:00:00,11,1003.1,1007.9,97.33333333333333,2.6333333333333333,29.3,70.0,0.0,2016,189
2016-07-07 12:00:00,12,1003.4,1008.2,108.0,1.4,28.2,71.0,0.0,2016,189
2016-07-07 13:00:00,13,1003.2333333333333,1008.0333333333334,87.66666666666667,1.6333333333333333,28.133333333333333,75.33333333333333,0.0,2016,189
2016-07-07 14:00:00,14,1003.0666666666666,1007.8666666666667,67.33333333333334,1.8666666666666667,28.066666666666666,79.66666666666667,0.0,2016,189
2016-07-07 15:00:00,15,1002.9,1007.7,47.0,2.1,28.0,84.0,0.0,2016,189
2016-07-07 16:00:00,16,1002.7333333333333,1007.5333333333334,52.333333333333336,2.1,27.7,85.66666666666667,0.0,2016,189
2016-07-07 17:00:00,17,1002.5666666666666,1007.3666666666667,57.666666666666664,2.1,27.400000000000002,87.33333333333333,0.0,2016,189
2016-07-07 18:00:00,18,1002.4,1007.2,63.0,2.1,27.1,89.0,0.0,2016,189
2016-07-07 19:00:00,19,1002.3,1007.1,50.0,2.0,27.0,89.33333333333333,0.0,2016,189
2016-07-07 20:00:00,20,1002.2,1007.0,37.0,1.9000000000000001,26.900000000000002,89.66666666666667,0.0,2016,189
2016-07-07 21:00:00,21,1002.1,1006.9,24.0,1.8,26.8,90.0,0.0,2016,189
2016-07-07 22:00:00,22,1002.3333333333334,1007.1666666666666,36.666666666666664,2.3,27.1,87.66666666666667,0.0,2016,189
2016-07-07 23:00:00,23,1002.5666666666666,1007.4333333333334,49.33333333333333,2.8,27.4,85.33333333333333,0.0,2016,189
2016-07-08 00:00:00,0,1002.8,1007.7,62.0,3.3,27.7,83.0,0.0,2016,190
2016-07-08 01:00:00,1,1002.4333333333333,1007.3000000000001,74.66666666666667,3.3,28.966666666666665,77.0,0.0,2016,190
2016-07-08 02:00:00,2,1002.0666666666667,1006.9,87.33333333333333,3.3,30.233333333333334,71.0,0.0,2016,190
2016-07-08 03:00:00,3,1001.7,1006.5,100.0,3.3,31.5,65.0,0.0,2016,190
2016-07-08 04:00:00,4,1001.3000000000001,1006.1,98.33333333333333,3.733333333333333,30.866666666666667,67.66666666666667,0.0,2016,190
2016-07-08 05:00:00,5,1000.9,1005.6999999999999,96.66666666666667,4.166666666666666,30.233333333333334,70.33333333333333,0.0,2016,190
2016-07-08 06:00:00,6,1000.5,1005.3,95.0,4.6,29.6,73.0,0.0,2016,190
2016-07-08 07:00:00,7,1000.0333333333333,1004.8333333333333,90.0,4.166666666666666,30.233333333333334,70.0,0.0,2016,190
2016-07-08 08:00:00,8,999.5666666666667,1004.3666666666667,85.0,3.733333333333333,30.866666666666667,67.0,0.0,2016,190
2016-07-08 09:00:00,9,999.1,1003.9,80.0,3.3,31.5,64.0,0.0,2016,190
2016-07-08 10:00:00,10,999.5333333333333,1004.3333333333334,72.0,3.1666666666666665,30.433333333333334,69.0,0.0,2016,190
2016-07-08 11:00:00,11,999.9666666666667,1004.7666666666667,64.0,3.033333333333333,29.366666666666667,74.0,0.0,2016,190
2016-07-08 12:00:00,12,1000.4,1005.2,56.0,2.9,28.3,79.0,0.0,2016,190
2016-07-08 13:00:00,13,1000.4,1005.2,58.0,3.1333333333333333,27.96666666666667,80.66666666666667,0.0,2016,190
2016-07-08 14:00:00,14,1000.4,1005.2,60.0,3.3666666666666667,27.633333333333333,82.33333333333333,0.0,2016,190
2016-07-08 15:00:00,15,1000.4,1005.2,62.0,3.6,27.3,84.0,0.0,2016,190
2016-07-08 16:00:00,16,1000.0333333333333,1004.8333333333334,64.66666666666667,3.033333333333333,27.266666666666666,84.66666666666667,0.0,2016,190
2016-07-08 17:00:00,17,999.6666666666666,1004.4666666666667,67.33333333333333,2.466666666666667,27.233333333333334,85.33333333333333,0.0,2016,190
2016-07-08 18:00:00,18,999.3,1004.1,70.0,1.9,27.2,86.0,0.0,2016,190
2016-07-08 19:00:00,19,999.4333333333333,1004.2333333333333,71.0,1.8666666666666667,27.099999999999998,87.0,0.0,2016,190
2016-07-08 20:00:00,20,999.5666666666667,1004.3666666666667,72.0,1.8333333333333333,27.0,88.0,0.0,2016,190
2016-07-08 21:00:00,21,999.7,1004.5,73.0,1.8,26.9,89.0,0.0,2016,190
2016-07-08 22:00:00,22,999.8000000000001,1004.6,74.0,1.8,27.0,89.0,0.0,2016,190
2016-07-08 23:00:00,23,999.9,1004.6999999999999,75.0,1.8,27.099999999999998,89.0,0.0,2016,190
2016-07-09 00:00:00,0,1000.0,1004.8,76.0,1.8,27.2,89.0,0.0,2016,191
2016-07-09 01:00:00,1,999.8,1004.6,76.66666666666667,2.4333333333333336,27.933333333333334,85.33333333333333,0.0,2016,191
2016-07-09 02:00:00,2,999.6,1004.4,77.33333333333333,3.066666666666667,28.666666666666664,81.66666666666667,0.0,2016,191
2016-07-09 03:00:00,3,999.4,1004.2,78.0,3.7,29.4,78.0,0.0,2016,191
2016-07-09 04:00:00,4,998.9666666666667,1003.7666666666667,80.33333333333333,3.9333333333333336,29.633333333333333,76.66666666666667,0.0,2016,191
2016-07-09 05:00:00,5,998.5333333333333,1003.3333333333334,82.66666666666667,4.166666666666667,29.866666666666667,75.33333333333333,0.0,2016,191
2016-07-09 06:00:00,6,998.1,1002.9,85.0,4.4,30.1,74.0,0.0,2016,191
2016-07-09 07:00:00,7,998.0333333333333,1002.8666666666667,80.33333333333333,3.8333333333333335,29.1,80.0,2.433333333333333,2016,191
2016-07-09 08:00:00,8,997.9666666666667,1002.8333333333333,75.66666666666667,3.2666666666666666,28.1,86.0,4.866666666666666,2016,191
2016-07-09 09:00:00,9,997.9,1002.8,71.0,2.7,27.1,92.0,7.3,2016,191
2016-07-09 10:00:00,10,998.0,1002.9,68.33333333333333,2.5333333333333337,26.96666666666667,92.33333333333333,4.933333333333334,2016,191
2016-07-09 11:00:00,11,998.1,1003.0,65.66666666666667,2.3666666666666667,26.833333333333332,92.66666666666667,2.5666666666666664,2016,191
2016-07-09 12:00:00,12,998.2,1003.1,63.0,2.2,26.7,93.0,0.2,2016,191
2016-07-09 13:00:00,13,998.3000000000001,1003.1666666666666,71.66666666666667,2.466666666666667,26.8,92.66666666666667,0.13333333333333336,2016,191
2016-07-09 14:00:00,14,998.4,1003.2333333333333,80.33333333333333,2.7333333333333334,26.9,92.33333333333333,0.06666666666666668,2016,191
2016-07-09 15:00:00,15,998.5,1003.3,89.0,3.0,27.0,92.0,0.0,2016,191
2016-07-09 16:00:00,16,998.0333333333333,1002.8333333333333,84.66666666666667,2.933333333333333,26.933333333333334,91.66666666666667,0.0,2016,191
2016-07-09 17:00:00,17,997.5666666666667,1002.3666666666667,80.33333333333333,2.8666666666666667,26.866666666666667,91.33333333333333,0.0,2016,191
2016-07-09 18:00:00,18,997.1,1001.9,76.0,2.8,26.8,91.0,0.0,2016,191
2016-07-09 19:00:00,19,997.1333333333333,1001.9333333333333,82.66666666666667,2.6999999999999997,26.8,91.0,0.0,2016,191
2016-07-09 20:00:00,20,997.1666666666667,1001.9666666666667,89.33333333333333,2.6,26.8,91.0,0.0,2016,191
2016-07-09 21:00:00,21,997.2,1002.0,96.0,2.5,26.8,91.0,0.0,2016,191
2016-07-09 22:00:00,22,997.1666666666667,1001.9666666666667,74.0,2.3,27.233333333333334,89.66666666666667,0.0,2016,191
2016-07-09 23:00:00,23,997.1333333333333,1001.9333333333333,52.0,2.1,27.666666666666668,88.33333333333333,0.0,2016,191
2016-07-10 00:00:00,0,997.1,1001.9,30.0,1.9,28.1,87.0,0.0,2016,192
2016-07-10 01:00:00,1,996.9666666666667,1001.7666666666667,54.0,1.9,29.033333333333335,83.33333333333333,0.0,2016,192
2016-07-10 02:00:00,2,996.8333333333334,1001.6333333333333,78.0,1.9,29.966666666666665,79.66666666666667,0.0,2016,192
2016-07-10 03:00:00,3,996.7,1001.5,102.0,1.9,30.9,76.0,0.0,2016,192
2016-07-10 04:00:00,4,996.1,1000.9,96.33333333333333,2.1666666666666665,30.466666666666665,78.33333333333333,0.0,2016,192
2016-07-10 05:00:00,5,995.5,1000.3000000000001,90.66666666666667,2.4333333333333336,30.033333333333335,80.66666666666667,0.0,2016,192
2016-07-10 06:00:00,6,994.9,999.7,85.0,2.7,29.6,83.0,0.0,2016,192
2016-07-10 07:00:00,7,994.8,999.6,76.0,2.7666666666666666,29.3,82.33333333333333,0.0,2016,192
2016-07-10 08:00:00,8,994.7,999.5,67.0,2.8333333333333335,29.0,81.66666666666667,0.0,2016,192
